Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
1933,2982034,152152.0,1989,1,100,77.8,8.0,0.5,,40.737084,-73.994075,5.0,54.0,5.851340039013816,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11389,3523199,72000.0,1939,1,100,59.7,2.8,0.5,5223.6,40.612887,-73.959772,14.0,542.0,5.394081988532416,8.560942098346253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10658,2038302,175875.0,1932,1,100,56.0,9.1,0.3,726.0,40.646023,-73.955359,14.0,792.0,5.482720089545816,6.587550014824796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8313,5857244,64895.0,1927,1,100,84.4,6.6,0.6,7656.8,40.844344,-73.846415,10.0,200.0,5.351858133476067,8.943349420881697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13651,3112446,91000.0,1971,1,100,99.1,4.8,0.9,8373.1,,,,,5.8544986920348245,9.032779465283717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13465,2974917,53500.0,1959,1,100,46.0,8.3,0.2,,,,,,3.8753590210565547,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12949,2817689,93118.0,1951,1,100,76.9,3.4,0.7,5715.9,,,,,5.784440377673656,8.651007044145148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11198,4375946,52230.0,2007,1,100,64.2,9.2,0.4,,40.599985,-73.995862,11.0,292.0,4.679349584162343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7624,3433066,59377.0,1923,1,100,84.9,3.6,0.8,,40.860138,-73.905038,7.0,253.0,5.520260197285728,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11740,3428323,141880.0,1957,1,100,78.2,5.2,0.6,10843.8,40.589338,-73.899979,56.0,70202.0,6.300051580239659,9.291348767069648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5229,4414744,52000.0,2009,1,100,91.7,6.0,0.8,3770.3,40.809319,-73.937405,11.0,206.0,5.27556037942542,8.234909852872903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7616,4405287,52500.0,1941,1,100,84.3,3.9,0.1,4089.8,40.863228,-73.901917,7.0,265.0,5.611667185748395,8.316251348085714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10651,4926136,55426.0,1940,1,100,130.5,3.4,1.2,2996.4,40.64682,-73.959344,14.0,51001.0,6.01151224241176,8.005166847073728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,2705513,112936.0,1910,1,100,136.4,28.1,0.1,,40.755604,-73.979975,5.0,96.0,5.809942670484592,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10669,2612583,176680.0,1959,1,100,68.6,4.1,0.6,,40.639546,-73.966015,14.0,526.0,6.240080894395223,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13333,3536685,98182.0,1933,1,100,54.8,2.8,0.5,3268.2,,,,,5.4860409726309864,8.091994653617684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8922,5050287,93263.0,1909,1,90,61.9,5.3,0.4,352.8,40.700663,-73.987536,2.0,21.0,5.396351106819402,5.865901324132636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9768,4563784,156000.0,1942,1,100,184.5,6.3,1.8,,40.697156,-73.977443,2.0,211.0,7.203256700486049,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10422,2710814,90954.0,1938,1,100,102.5,4.1,1.0,5130.3,40.654748,-73.936512,17.0,872.0,6.057486342649979,8.542919415987118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8251,5857992,82800.0,1932,1,100,82.8,6.3,0.5,,40.839306,-73.877301,6.0,60.0,5.671259282950641,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14115,2811044,107700.0,1937,1,100,52.7,2.8,0.5,2488.8,,,,,5.543222409643759,7.819555945583427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
963,2606750,209499.0,2007,1,100,90.0,12.3,0.5,10386.7,40.722401,-73.986904,3.0,3001.0,6.255750041753367,9.248281420554044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6229,5831738,55776.0,1939,1,100,62.5,3.7,0.0,1930.8,40.853717,-73.936018,12.0,271.0,5.3230099791384085,7.5656897037863375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8165,5764710,66000.0,1950,1,100,72.9,3.4,0.7,,40.824825,-73.879239,9.0,5001.0,5.361761539104571,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11059,3503429,60000.0,1928,1,100,78.4,2.9,0.7,5337.2,40.627081,-74.026615,10.0,64.0,5.533784667551078,8.582456449868266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,2806397,366993.0,2009,1,100,101.5,10.8,0.7,13220.9,40.707997,-74.013713,1.0,13.0,7.138231877663139,9.489554189757113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7620,1836646,57500.0,1929,1,100,69.8,4.3,0.1,,40.858103,-73.907972,5.0,251.0,5.83305481036034,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5299,2814011,55917.0,1912,1,100,77.6,3.5,0.0,4153.6,40.801395,-73.953868,10.0,216.0,5.725543966437714,8.331730707069717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8617,3544764,55650.0,1933,1,100,84.6,3.6,0.8,4029.8,40.905979,-73.850335,12.0,414.0,5.361761539104571,8.301472025917667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9303,4200172,50717.0,2009,1,100,29.7,9.0,,,40.662488,-73.982962,7.0,149.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14865,3111579,195678.0,1983,1,100,79.1,,,7450.8,40.581202,-74.162664,2.0,27702.0,5.933835434271345,8.916076688158848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10470,2730672,75036.0,1928,1,100,78.9,3.2,0.7,6740.4,40.656672,-73.960712,9.0,79802.0,5.6950780340260545,8.815874549326388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2145,2680657,208528.0,1907,1,100,82.5,15.2,,,40.752022,-73.983304,5.0,84.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9257,3265327,71543.0,1931,1,100,20.7,,,767.7,40.673589,-73.99257,6.0,119.0,4.252771798816619,6.6433990318338525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,1454367,815240.0,1980,1,100,181.7,11.7,0.9,65366.0,40.758114,-73.975393,5.0,102.0,8.38560277102864,11.087757524586195,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4550,2702940,54698.0,1986,1,100,64.3,6.7,0.4,800.2,40.77212,-73.954257,8.0,134.0,4.74406218485471,6.684861696423135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5484,2638326,51414.0,1920,1,100,55.1,,,1773.6,40.800445,-73.969801,7.0,191.0,4.894850261102546,7.480766658302102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,2615091,205000.0,1926,1,100,78.9,10.9,0.1,4926.0,40.712828,-74.008296,1.0,21.0,6.417059026511312,8.502282578680484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13273,3940533,51700.0,1986,1,95,73.2,5.1,0.5,2756.3,,,,,4.987025428457122,7.921644479620187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14345,2806908,53666.0,1976,1,100,11.1,3.3,,23189.6,,,,,,10.05145918128667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6310,4406123,57428.0,1930,1,100,136.8,5.1,0.1,11613.4,40.865561,-73.92383,12.0,291.0,6.219197550755999,9.359914882809981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6507,2692228,152699.0,2002,1,100,65.2,6.6,0.5,,40.822433,-73.911635,3.0,141.0,5.811140992976701,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,4032909,89582.0,1907,1,100,78.6,16.0,0.3,1372.0,40.749333,-73.986661,5.0,76.0,4.690430029938915,7.22402480828583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5637,2789674,67440.0,1926,1,100,82.2,3.4,0.7,5904.9,40.813858,-73.951118,9.0,21303.0,5.681877639268151,8.683537793687051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4049,2669078,62287.0,1932,1,100,112.0,9.6,0.1,,40.75778,-73.96572,6.0,108.0,5.895779296973574,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7849,2785426,55226.0,1931,1,100,92.4,3.7,0.4,3744.0,40.868614,-73.884829,7.0,40702.0,5.62003848122324,8.227909837597483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,2663886,65240.0,1980,1,100,110.7,6.2,,6626.2,40.746965,-73.994651,5.0,95.0,,8.798786766527462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10609,4419458,96752.0,1963,1,100,92.2,5.4,0.8,8250.2,40.647565,-73.960544,14.0,51002.0,5.9327755507593025,9.017992721459127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12342,2742954,103850.0,1964,1,100,66.0,4.4,0.5,,,,,,5.677438499316599,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,2819133,256034.0,1910,1,100,88.1,7.5,0.0,5108.9,40.761868,-73.970551,5.0,11203.0,7.106524167154692,8.538739395837222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,4409985,57538.0,1975,1,100,28.7,8.6,,,40.738716,-73.984963,6.0,68.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8219,2660635,70433.0,1927,1,100,111.2,4.5,1.0,,40.831156,-73.856827,9.0,78.0,5.8766147054290405,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776,2661148,57349.0,1962,1,100,123.9,7.6,0.6,1307.2,40.872853,-73.904492,8.0,273.0,5.783517442675055,7.175642724105739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,2941923,751412.0,1965,1,100,19.4,5.4,,56667.2,40.705512,-73.947161,1.0,491.0,,10.944950839084704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9888,4370730,71720.0,2012,1,100,69.4,17.8,0.1,,40.718573,-73.963579,1.0,555.0,3.535145354171894,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,2669077,54924.0,1941,1,100,78.9,4.6,0.7,1767.6,40.730162,-74.001916,2.0,65.0,5.211669559822364,7.477377973256585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12988,2679809,111672.0,1943,1,100,87.4,3.3,0.0,5415.7,,,,,6.581332378213926,8.597057421625157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,3554025,563420.0,1963,1,100,121.8,12.1,,,40.75466,-73.971598,6.0,90.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,8139,380000.0,1956,1,100,96.5,14.2,,,40.750569,-73.974577,6.0,88.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4546,2790751,201414.0,2000,1,100,91.0,9.2,0.6,7654.1,40.771865,-73.955665,8.0,134.0,6.322565239927284,8.94299673096432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3792,2614198,756693.0,1983,1,100,87.0,15.5,0.0,,40.76239,-73.974374,5.0,11202.0,4.341204640153626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10521,2715998,106248.0,1940,1,100,86.0,3.3,0.8,6922.3,40.65334,-73.961615,14.0,50803.0,6.130574102812182,8.842503363331259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4458,2386824,90700.0,1932,1,100,71.8,5.3,0.0,2589.8,40.770148,-73.959457,8.0,126.0,5.955059865214182,7.85933593163474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5466,2815674,153653.0,1940,1,100,66.0,4.8,0.5,4732.9,40.79839,-73.972955,7.0,187.0,6.001167322569367,8.462293401434575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,4442823,789880.0,1955,12,100,27.9,7.2,0.0,33742.7,,,,,4.231203744939298,10.426519376608962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5693,4375719,65496.0,1926,1,100,77.4,3.4,0.0,3992.3,40.815464,-73.959538,9.0,211.0,5.766131099720736,8.292122784908313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3860,2497918,304640.0,1984,1,100,92.0,,,6352.4,40.757504,-73.970892,6.0,100.0,3.370738174177447,8.756587973236492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3073,2664128,289066.0,1926,1,100,78.9,7.0,0.0,9146.4,40.777182,-73.976108,7.0,157.0,7.13041871505947,9.12111563822776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,4921985,64020.0,1942,1,100,79.9,4.8,0.2,4683.6,40.763765,-73.985694,4.0,133.0,5.583872177983643,8.45182232397457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7922,4043238,86000.0,1936,1,100,77.1,3.1,0.0,6126.5,40.875565,-73.886111,7.0,411.0,6.200914771290189,8.720378903389502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10410,4404232,90279.0,2013,1,100,66.9,5.6,0.5,2940.6,40.657242,-73.939659,9.0,808.0,5.4359030295006,7.986368921143557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12518,4952692,65000.0,1939,1,100,67.9,2.8,0.6,1751.2,,,,,5.481055503227208,7.468056546208653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7617,5990016,58000.0,1941,1,100,75.3,4.3,0.0,,40.864663,-73.90083,7.0,265.0,5.548297571815806,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,2667339,120000.0,1916,1,95,58.9,16.9,0.0,0.0,40.74476,-73.985135,5.0,74.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4482,2811408,106260.0,1927,1,100,8.9,1.7,,115.4,40.762094,-73.963245,8.0,110.0,3.2809112157876537,4.748404354073999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,4032910,342596.0,1927,1,95,99.2,17.0,,9110.5,40.753717,-73.996051,4.0,111.0,7.059273926621047,9.117182873489933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,2735198,117650.0,1912,1,100,74.0,11.2,,,40.748655,-73.988097,5.0,76.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3121,3892840,58491.0,1905,1,100,112.8,8.8,0.9,4452.6,40.777002,-73.979892,7.0,157.0,5.540086381985411,8.401243474204144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5618,2809943,189905.0,1924,1,100,9.2,2.5,0.0,10000.7,40.807962,-73.958029,9.0,20701.0,1.8870696490323797,9.210410369526297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10856,3114783,78718.0,1930,1,100,80.9,4.6,0.7,8238.9,40.633614,-73.972269,14.0,484.0,5.715052066914432,9.016622118846616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
