Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
7019,2665214,75114.0,1941,1,100,98.7,6.7,0.8,,40.837759,-73.910458,4.0,225.0,5.707774495925738,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,4344097,107869.0,1926,1,100,82.6,4.2,0.7,4563.9,40.797498,-73.971558,7.0,187.0,5.9707515055104405,8.425932800137193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13622,2709443,89180.0,1988,1,100,86.9,5.3,0.7,4765.1,,,,,5.99918467012312,8.469073802226958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11298,3077007,62640.0,1930,1,100,57.4,,,4970.8,40.604144,-73.978965,11.0,426.0,5.216022123821206,8.51133607193184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13617,3114859,151000.0,1940,1,100,103.6,5.0,0.9,10690.4,,,,,6.64678004935892,9.27710142146685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7734,4842744,87000.0,1928,1,100,19.0,4.2,0.0,,40.87278,-73.90204,8.0,26702.0,3.054001181677967,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5502,2694305,145480.0,1921,1,100,28.6,1.4,0.0,6093.6,40.80449,-73.967867,7.0,195.0,6.4348674945565385,8.714994319058578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7640,3114742,54150.0,1925,1,100,26.1,5.9,0.1,,40.854896,-73.913041,5.0,24502.0,2.856470206220483,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9969,3121363,89555.0,2007,1,100,109.5,8.6,0.9,1827.1,40.718884,-73.951425,1.0,515.0,5.3895282466014205,7.51048528941762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13394,2812766,106909.0,1925,1,100,106.9,3.1,1.0,6093.6,,,,,6.310826956162734,8.714994319058578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13096,3328370,59580.0,1961,1,100,51.1,0.6,0.5,2474.6,,,,,5.101085197018328,7.813834045779875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11017,3533544,108000.0,1950,1,100,107.7,2.9,1.1,5638.1,40.635232,-74.031068,10.0,36.0,6.32686478076786,8.637302408302858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,4862786,54431.0,1911,1,100,54.7,4.6,0.4,1282.2,40.722635,-73.996977,2.0,43.0,4.76473475565943,7.156332631553157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6604,5039159,59800.0,1923,1,100,168.5,4.6,1.6,8247.3,40.835641,-73.915177,4.0,17901.0,6.1855911493516995,9.017641153036047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,4898719,94075.0,1907,1,100,106.6,13.4,0.7,,40.742718,-73.990292,5.0,58.0,5.74748032992192,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9620,4398431,302400.0,1980,1,100,15.6,2.6,0.1,26213.2,40.680391,-73.928559,3.0,297.0,4.684905154006945,10.174018379670013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,5857096,173364.0,1998,1,100,90.1,17.8,0.3,,40.742552,-73.977431,6.0,70.0,5.549465114271844,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10462,3094711,57122.0,1926,1,100,85.0,9.2,0.6,,40.660528,-73.960644,9.0,79802.0,5.190732155868099,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10513,2715862,98681.0,1941,1,100,71.8,3.3,0.7,4906.3,40.653675,-73.962746,14.0,50804.0,5.843254519942795,8.498275372561592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5546,2810956,94680.0,1983,1,100,85.6,5.0,0.7,13152.8,40.816066,-73.943135,10.0,228.0,5.925858790009988,9.484389942696668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7337,4390517,64300.0,1926,1,100,112.2,5.0,1.0,6073.4,40.837326,-73.889823,3.0,155.0,5.776723099057916,8.711673859034002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845,2705519,526124.0,1981,1,100,69.4,20.3,,,40.755341,-73.971124,6.0,100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6677,4931415,55000.0,1925,1,100,100.4,4.5,0.9,968.0,40.831745,-73.92143,4.0,195.0,5.506550305126492,6.875232087276577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,3533676,50757.0,1925,1,100,112.7,15.2,0.6,4702.3,40.739586,-73.982589,6.0,66.0,5.178407069875479,8.455807029701889,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9792,5864834,111804.0,2007,1,100,52.5,,0.6,3208.4,40.692269,-73.970672,2.0,183.0,5.41920668382349,8.07352764949277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10873,2814099,57660.0,1962,1,100,104.4,,,1453.5,40.631626,-73.96987,14.0,482.0,5.5479080878770946,7.281729719998931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6087,4807408,98124.0,1920,1,100,79.5,3.7,,,40.854294,-73.931998,12.0,279.0,6.196036712836756,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2651,4157757,8942176.0,1947,35,100,58.5,5.3,0.0,,40.731651,-73.982197,6.0,44.0,7.243512974665482,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8374,4043144,168990.0,1929,1,100,88.4,6.0,0.7,13869.6,40.853773,-73.869188,11.0,22401.0,6.597282118229541,9.537454673671679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14129,2800705,65976.0,1938,1,100,102.4,5.3,0.9,,,,,,5.689345426858432,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12622,2800245,53400.0,1932,1,100,74.9,3.2,0.7,3168.2,,,,,5.283711214158674,8.06091888225475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8485,2969427,66832.0,1989,1,100,101.0,4.4,0.9,4832.6,40.863602,-73.869382,11.0,33202.0,5.72194977861165,8.483139904091354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,3121396,244100.0,1982,1,100,82.8,9.0,0.0,9060.3,40.769998,-73.982739,7.0,145.0,6.621405651764134,9.111657511071597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,4038842,142000.0,1915,1,100,50.9,4.7,0.4,3376.0,40.720404,-74.00544,1.0,33.0,5.637286483367837,8.124446855715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,4952594,60218.0,2010,1,95,102.5,10.6,0.7,,40.793008,-73.972968,7.0,179.0,5.345200952446887,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3068,2769749,80281.0,1929,1,100,83.4,4.1,0.0,3125.4,40.777034,-73.977881,7.0,157.0,6.018593214496234,8.047317553979202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11951,5853651,55530.0,2015,1,100,31.7,,,,40.580919,-73.953646,15.0,612.0,4.178992036282385,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13299,2805148,61536.0,1940,1,100,68.1,3.1,0.6,3129.1,,,,,5.329331420077207,8.048500702250562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13046,5859823,143081.0,2013,1,100,49.3,8.1,0.2,,,,,,5.10230248262208,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12629,3107999,395850.0,1958,3,100,68.4,4.5,0.6,16769.8,,,,,7.104061920342755,9.7273349286877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,3685651,1445092.0,1968,1,80,76.2,18.8,0.0,27522.5,40.753574,-73.998838,4.0,103.0,4.294560608892605,10.222759130944558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,2810560,1396625.0,1935,12,100,87.4,6.7,0.1,111668.7,40.711418,-73.995978,3.0,8.0,8.770734028298033,11.623291730928537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3709,4046417,380776.0,1922,1,100,85.9,13.5,,,40.754462,-73.97808,5.0,94.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4770,2783801,113281.0,1912,1,100,85.5,5.4,0.8,2998.7,40.775792,-73.960389,8.0,140.0,5.987958407778694,8.005934140400893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12683,4040472,93297.0,1927,1,100,93.5,3.0,0.9,8544.3,,,,,5.96409335031185,9.053019672943103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6503,4043069,69112.0,2007,1,100,79.4,6.6,0.6,6578.6,40.820431,-73.912873,1.0,69.0,5.368775830196598,8.791577235724029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4775,4952524,138875.0,1973,1,100,83.5,5.4,0.0,3651.9,40.774747,-73.95697,8.0,140.0,6.48188336109631,8.20300285908366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5246,4047206,84941.0,1973,1,90,126.8,7.2,1.1,219.0,40.802587,-73.939192,11.0,196.0,6.128614385255216,5.389071729816501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,4405692,150340.0,1987,1,100,91.3,10.3,0.6,,40.74044,-73.984302,5.0,68.0,6.11787690946242,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7794,2609668,74830.0,1961,1,100,81.7,7.2,0.1,,40.872947,-73.904448,8.0,273.0,5.730424405602622,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9378,5819942,51000.0,1926,1,100,37.1,11.8,,,40.667489,-73.960871,9.0,213.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3268,2721967,160203.0,1916,1,100,17.8,4.4,0.0,,40.782036,-73.98287,7.0,163.0,2.9806186357439426,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,5842046,580000.0,1982,1,100,80.0,19.2,0.0,25109.4,40.706699,-74.005208,1.0,1502.0,4.069026754237811,10.130997557003539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4977,2665814,82430.0,1960,1,100,80.6,6.1,0.7,,40.776344,-73.948134,8.0,14401.0,5.676068636088686,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2809941,178897.0,1909,1,100,29.8,0.9,0.0,,40.80618,-73.965251,9.0,199.0,5.9207738064852125,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4794,4619506,147534.0,1961,1,100,106.0,12.9,0.7,6134.5,40.776391,-73.955767,8.0,140.0,5.969474529216367,8.721683854231237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,4948965,105667.0,1896,1,95,130.6,6.8,0.2,3761.8,40.743201,-73.989134,5.0,58.0,6.691587341404353,8.232652845236704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8569,4495841,53600.0,1927,1,100,110.6,4.9,0.9,7703.9,40.891308,-73.862922,12.0,408.0,5.632644446822861,8.949481973123728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13563,2677893,382016.0,1954,1,100,84.2,5.3,0.1,21257.4,,,,,7.503344755947277,9.964460349026844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8186,2916294,69785.0,1929,1,100,4.9,1.1,0.0,664093.4,40.827392,-73.87793,9.0,5002.0,1.33500106673234,13.40617808121711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11091,2643921,414127.0,1978,3,100,99.7,8.8,0.7,21813.6,40.622093,-74.040244,10.0,5201.0,7.331780412611211,9.99028890747267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,5833866,487950.0,1971,1,100,145.1,9.8,1.1,,40.706787,-74.005114,1.0,1502.0,7.892003680039519,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8334,4403958,57000.0,1929,1,100,74.1,3.4,0.7,4083.6,40.846071,-73.82912,10.0,26602.0,5.238036435663107,8.31473423129486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,4402662,386786.0,1925,1,100,60.0,13.6,,4333.7,40.751306,-73.987656,5.0,109.0,,8.374176959580499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11400,2606994,78000.0,1964,1,100,66.6,4.5,0.6,3855.6,40.611632,-73.959762,14.0,542.0,5.349960599699875,8.257281915909813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5026,2656346,120835.0,1928,1,100,71.6,5.0,,3745.5,40.775432,-73.945972,8.0,14401.0,6.214208018400852,8.228310398387938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11176,2961878,50400.0,1940,1,100,69.0,2.7,0.6,4928.9,40.602299,-73.991289,11.0,296.0,5.225746673713202,8.502871118408681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6708,2815239,52575.0,1924,1,100,124.9,4.5,0.3,5086.0,40.834355,-73.920931,4.0,197.0,6.137511048037225,8.534246945982066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6279,2655580,77820.0,1927,1,100,130.2,4.6,1.2,10306.7,40.874862,-73.910845,8.0,309.0,6.156131168663216,9.240549448180671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,3513746,434680.0,2006,1,100,77.5,8.9,0.5,,40.706171,-74.016862,1.0,31704.0,7.025982660346787,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2989,5791918,102800.0,1925,1,100,30.3,8.7,,478.8,40.765047,-73.998043,4.0,129.0,,6.171282973683818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14674,2791910,292677.0,1963,1,100,112.4,0.9,1.1,9832.3,,,,,7.437088574303868,9.19342816339225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9537,2665336,52684.0,1924,1,100,80.1,4.9,0.7,5325.4,40.665674,-73.939342,9.0,333.0,5.168208681201016,8.58024310512735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12942,5833051,132000.0,1949,1,100,85.6,3.8,0.7,7380.3,,,,,6.264920912295781,8.906569567174817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3790,2683328,399613.0,1950,1,100,97.7,17.7,,,40.7618,-73.972706,5.0,11202.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9396,3538784,90540.0,1900,1,100,182.5,3.6,1.7,4242.7,40.676455,-73.944304,8.0,313.0,6.716231511423383,8.352955138012552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10686,2817713,80676.0,1932,1,100,87.2,3.7,0.8,4104.8,40.642344,-73.959553,14.0,514.0,5.762051382780177,8.319912299627756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,2653211,75700.0,1915,1,100,66.0,10.3,0.0,3147.8,40.746681,-73.985856,5.0,76.0,5.147494476813453,8.054459075117501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11350,4407973,62100.0,1929,1,100,34.5,8.1,,6158.2,40.624908,-73.956249,14.0,762.0,,8.725539806034343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,2991635,51420.0,1999,1,100,118.4,15.4,0.7,5182.5,40.742218,-73.984872,5.0,68.0,5.038898759369115,8.553042844309935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
