score
22.0
41.0
75.0
22.0
78.0
99.0
91.0
30.0
69.0
96.0
9.0
85.0
69.0
95.0
24.0
1.0
100.0
1.0
4.0
57.0
28.0
65.0
80.0
59.0
48.0
51.0
29.0
71.0
54.0
75.0
89.0
9.0
100.0
81.0
76.0
53.0
34.0
78.0
100.0
97.0
100.0
75.0
100.0
44.0
61.0
39.0
96.0
63.0
98.0
7.0
20.0
91.0
86.0
100.0
92.0
79.0
20.0
80.0
90.0
2.0
56.0
95.0
98.0
22.0
81.0
67.0
99.0
62.0
68.0
94.0
89.0
94.0
58.0
100.0
13.0
100.0
70.0
86.0
54.0
60.0
29.0
93.0
80.0
84.0
87.0
74.0
59.0
84.0
6.0
93.0
100.0
2.0
62.0
35.0
41.0
76.0
39.0
52.0
28.0
81.0
100.0
72.0
51.0
2.0
69.0
76.0
2.0
96.0
59.0
77.0
13.0
73.0
95.0
83.0
86.0
79.0
81.0
44.0
100.0
77.0
64.0
86.0
36.0
77.0
91.0
55.0
29.0
59.0
100.0
81.0
100.0
32.0
3.0
20.0
36.0
78.0
51.0
49.0
13.0
15.0
81.0
5.0
57.0
41.0
93.0
44.0
72.0
85.0
45.0
44.0
4.0
88.0
50.0
24.0
15.0
71.0
57.0
9.0
11.0
85.0
26.0
63.0
29.0
55.0
87.0
88.0
46.0
97.0
20.0
55.0
58.0
63.0
74.0
40.0
98.0
55.0
99.0
71.0
98.0
48.0
74.0
39.0
99.0
97.0
75.0
70.0
57.0
64.0
83.0
60.0
60.0
62.0
1.0
56.0
40.0
91.0
49.0
100.0
69.0
68.0
89.0
50.0
100.0
4.0
100.0
73.0
100.0
88.0
25.0
47.0
73.0
35.0
1.0
65.0
45.0
86.0
40.0
17.0
73.0
1.0
28.0
99.0
13.0
67.0
72.0
33.0
57.0
85.0
8.0
78.0
9.0
53.0
2.0
5.0
43.0
60.0
50.0
100.0
59.0
25.0
18.0
66.0
65.0
41.0
100.0
100.0
39.0
80.0
71.0
43.0
15.0
55.0
58.0
100.0
43.0
37.0
2.0
68.0
5.0
86.0
80.0
28.0
61.0
91.0
91.0
37.0
62.0
51.0
44.0
69.0
14.0
18.0
78.0
98.0
97.0
2.0
58.0
47.0
94.0
10.0
85.0
73.0
69.0
26.0
80.0
77.0
73.0
88.0
64.0
69.0
71.0
94.0
15.0
70.0
91.0
67.0
76.0
57.0
15.0
46.0
63.0
79.0
25.0
34.0
35.0
33.0
76.0
39.0
86.0
38.0
27.0
100.0
6.0
82.0
60.0
59.0
78.0
22.0
44.0
60.0
69.0
70.0
99.0
77.0
48.0
19.0
73.0
82.0
74.0
78.0
62.0
74.0
90.0
82.0
81.0
40.0
100.0
59.0
86.0
75.0
58.0
79.0
38.0
79.0
84.0
33.0
14.0
93.0
66.0
55.0
5.0
64.0
82.0
5.0
36.0
72.0
58.0
81.0
100.0
65.0
29.0
86.0
59.0
82.0
51.0
81.0
39.0
57.0
88.0
62.0
20.0
9.0
61.0
94.0
12.0
100.0
16.0
63.0
40.0
100.0
62.0
100.0
100.0
27.0
55.0
92.0
82.0
71.0
81.0
23.0
55.0
69.0
82.0
57.0
88.0
63.0
9.0
78.0
49.0
87.0
92.0
99.0
95.0
46.0
64.0
14.0
100.0
66.0
84.0
17.0
31.0
81.0
82.0
88.0
13.0
21.0
78.0
93.0
100.0
45.0
10.0
43.0
37.0
88.0
88.0
70.0
74.0
78.0
93.0
95.0
4.0
38.0
20.0
23.0
81.0
78.0
73.0
49.0
3.0
66.0
91.0
31.0
93.0
77.0
66.0
95.0
89.0
55.0
80.0
24.0
77.0
86.0
100.0
97.0
30.0
24.0
54.0
8.0
19.0
89.0
35.0
100.0
89.0
100.0
97.0
1.0
78.0
12.0
77.0
17.0
65.0
67.0
85.0
80.0
12.0
99.0
100.0
36.0
90.0
1.0
70.0
17.0
100.0
5.0
98.0
69.0
79.0
64.0
99.0
20.0
45.0
100.0
20.0
66.0
81.0
99.0
39.0
72.0
91.0
33.0
83.0
22.0
18.0
52.0
95.0
98.0
16.0
14.0
94.0
72.0
49.0
40.0
29.0
20.0
71.0
68.0
98.0
15.0
21.0
16.0
76.0
94.0
51.0
59.0
89.0
36.0
83.0
55.0
61.0
59.0
22.0
87.0
94.0
44.0
96.0
92.0
70.0
32.0
9.0
100.0
35.0
95.0
80.0
81.0
79.0
66.0
16.0
87.0
39.0
83.0
46.0
86.0
76.0
78.0
93.0
54.0
15.0
50.0
95.0
100.0
47.0
49.0
79.0
66.0
70.0
68.0
2.0
83.0
80.0
28.0
18.0
18.0
44.0
58.0
89.0
84.0
3.0
95.0
6.0
2.0
100.0
29.0
88.0
67.0
92.0
80.0
89.0
81.0
61.0
100.0
75.0
44.0
93.0
84.0
92.0
48.0
48.0
2.0
95.0
46.0
56.0
74.0
95.0
81.0
41.0
92.0
57.0
86.0
29.0
80.0
91.0
61.0
22.0
1.0
66.0
11.0
50.0
100.0
47.0
4.0
31.0
95.0
39.0
73.0
86.0
100.0
91.0
23.0
71.0
52.0
56.0
69.0
68.0
62.0
27.0
19.0
90.0
84.0
58.0
86.0
65.0
91.0
33.0
30.0
12.0
61.0
76.0
9.0
71.0
60.0
84.0
85.0
87.0
51.0
71.0
78.0
45.0
80.0
75.0
60.0
26.0
71.0
23.0
89.0
100.0
79.0
88.0
100.0
59.0
83.0
63.0
6.0
25.0
57.0
63.0
54.0
38.0
16.0
98.0
80.0
99.0
20.0
97.0
52.0
95.0
49.0
64.0
26.0
100.0
91.0
49.0
63.0
100.0
94.0
100.0
85.0
88.0
49.0
99.0
89.0
41.0
100.0
60.0
65.0
54.0
22.0
2.0
69.0
65.0
89.0
83.0
61.0
100.0
100.0
50.0
68.0
81.0
97.0
30.0
34.0
99.0
87.0
33.0
96.0
45.0
73.0
80.0
55.0
49.0
81.0
77.0
77.0
54.0
60.0
84.0
73.0
28.0
92.0
61.0
99.0
65.0
29.0
37.0
90.0
77.0
72.0
85.0
59.0
58.0
73.0
30.0
20.0
51.0
89.0
31.0
59.0
2.0
79.0
66.0
69.0
87.0
71.0
22.0
99.0
34.0
52.0
99.0
3.0
76.0
72.0
1.0
19.0
87.0
73.0
80.0
99.0
22.0
28.0
83.0
77.0
37.0
97.0
64.0
61.0
61.0
79.0
16.0
83.0
4.0
100.0
88.0
33.0
59.0
38.0
100.0
84.0
14.0
31.0
80.0
22.0
13.0
100.0
19.0
58.0
90.0
53.0
61.0
28.0
89.0
77.0
60.0
76.0
4.0
34.0
16.0
88.0
75.0
12.0
42.0
1.0
67.0
94.0
80.0
36.0
100.0
50.0
19.0
97.0
6.0
28.0
34.0
46.0
65.0
23.0
42.0
100.0
49.0
80.0
6.0
1.0
100.0
5.0
59.0
77.0
44.0
99.0
88.0
43.0
57.0
19.0
79.0
72.0
94.0
44.0
53.0
92.0
75.0
100.0
49.0
77.0
96.0
10.0
87.0
56.0
72.0
11.0
63.0
84.0
53.0
97.0
4.0
72.0
58.0
2.0
56.0
35.0
63.0
73.0
35.0
91.0
50.0
94.0
74.0
94.0
60.0
9.0
67.0
100.0
82.0
3.0
91.0
71.0
58.0
86.0
100.0
97.0
1.0
65.0
49.0
30.0
70.0
98.0
99.0
38.0
84.0
16.0
70.0
34.0
1.0
59.0
1.0
74.0
60.0
100.0
84.0
7.0
74.0
84.0
96.0
79.0
44.0
45.0
41.0
50.0
54.0
89.0
84.0
14.0
1.0
96.0
98.0
66.0
88.0
16.0
37.0
52.0
25.0
86.0
80.0
78.0
55.0
5.0
78.0
63.0
48.0
46.0
45.0
77.0
62.0
77.0
81.0
13.0
44.0
3.0
39.0
41.0
90.0
16.0
37.0
59.0
55.0
47.0
98.0
92.0
9.0
2.0
16.0
82.0
6.0
83.0
11.0
55.0
30.0
77.0
87.0
84.0
81.0
89.0
69.0
100.0
14.0
20.0
83.0
21.0
72.0
24.0
63.0
67.0
46.0
35.0
2.0
100.0
99.0
99.0
83.0
18.0
28.0
69.0
100.0
82.0
39.0
71.0
29.0
5.0
69.0
100.0
86.0
18.0
49.0
100.0
48.0
82.0
16.0
75.0
70.0
94.0
58.0
94.0
11.0
59.0
95.0
77.0
16.0
74.0
36.0
14.0
11.0
63.0
51.0
29.0
14.0
87.0
11.0
84.0
90.0
89.0
88.0
31.0
73.0
34.0
41.0
76.0
32.0
67.0
99.0
24.0
48.0
78.0
64.0
19.0
67.0
100.0
92.0
94.0
100.0
13.0
58.0
72.0
51.0
32.0
42.0
99.0
84.0
1.0
75.0
29.0
84.0
48.0
73.0
98.0
81.0
83.0
99.0
87.0
89.0
100.0
91.0
70.0
61.0
10.0
1.0
75.0
88.0
68.0
89.0
65.0
77.0
52.0
28.0
71.0
33.0
100.0
89.0
94.0
72.0
11.0
90.0
68.0
84.0
76.0
27.0
100.0
11.0
41.0
33.0
53.0
81.0
79.0
66.0
56.0
89.0
91.0
98.0
83.0
98.0
57.0
33.0
100.0
74.0
74.0
65.0
94.0
98.0
18.0
69.0
96.0
49.0
84.0
97.0
94.0
61.0
100.0
3.0
100.0
75.0
87.0
24.0
90.0
30.0
81.0
89.0
62.0
70.0
86.0
38.0
86.0
100.0
38.0
60.0
56.0
68.0
22.0
24.0
18.0
98.0
49.0
27.0
98.0
81.0
74.0
4.0
100.0
33.0
100.0
72.0
60.0
49.0
92.0
81.0
58.0
50.0
66.0
55.0
48.0
35.0
26.0
13.0
94.0
10.0
22.0
49.0
7.0
2.0
69.0
97.0
48.0
70.0
81.0
27.0
42.0
77.0
70.0
52.0
38.0
2.0
64.0
42.0
71.0
58.0
84.0
86.0
97.0
2.0
38.0
74.0
96.0
38.0
8.0
100.0
67.0
82.0
43.0
100.0
99.0
100.0
81.0
67.0
67.0
48.0
28.0
91.0
98.0
78.0
93.0
84.0
32.0
65.0
7.0
76.0
86.0
49.0
100.0
100.0
1.0
86.0
17.0
14.0
1.0
35.0
63.0
76.0
67.0
89.0
87.0
83.0
73.0
86.0
83.0
86.0
16.0
60.0
68.0
50.0
55.0
9.0
57.0
70.0
69.0
61.0
48.0
37.0
88.0
98.0
66.0
26.0
96.0
88.0
84.0
88.0
91.0
100.0
62.0
76.0
88.0
73.0
60.0
89.0
95.0
100.0
93.0
33.0
51.0
42.0
67.0
5.0
3.0
37.0
80.0
34.0
58.0
77.0
39.0
38.0
84.0
100.0
82.0
35.0
15.0
83.0
70.0
24.0
93.0
79.0
76.0
82.0
89.0
52.0
100.0
100.0
1.0
45.0
67.0
78.0
49.0
5.0
1.0
30.0
22.0
83.0
87.0
80.0
61.0
56.0
20.0
95.0
33.0
86.0
100.0
59.0
74.0
8.0
93.0
89.0
78.0
11.0
69.0
100.0
71.0
9.0
41.0
99.0
33.0
18.0
81.0
17.0
27.0
17.0
74.0
51.0
97.0
64.0
16.0
67.0
60.0
85.0
90.0
83.0
58.0
67.0
62.0
44.0
91.0
83.0
30.0
42.0
100.0
76.0
87.0
49.0
90.0
100.0
14.0
84.0
84.0
92.0
63.0
37.0
91.0
41.0
40.0
27.0
43.0
46.0
66.0
73.0
69.0
100.0
54.0
74.0
44.0
75.0
40.0
7.0
25.0
65.0
97.0
71.0
49.0
36.0
100.0
5.0
58.0
83.0
45.0
26.0
49.0
60.0
78.0
100.0
2.0
89.0
46.0
99.0
100.0
94.0
35.0
100.0
82.0
66.0
51.0
82.0
56.0
90.0
84.0
100.0
96.0
43.0
42.0
84.0
1.0
94.0
66.0
58.0
66.0
18.0
1.0
18.0
19.0
93.0
47.0
54.0
74.0
69.0
2.0
83.0
73.0
46.0
57.0
53.0
97.0
38.0
43.0
94.0
24.0
46.0
30.0
55.0
60.0
100.0
79.0
2.0
97.0
97.0
71.0
69.0
49.0
69.0
100.0
72.0
97.0
49.0
46.0
93.0
8.0
15.0
86.0
63.0
87.0
26.0
67.0
94.0
94.0
98.0
87.0
98.0
3.0
30.0
44.0
85.0
55.0
20.0
10.0
50.0
3.0
83.0
58.0
94.0
89.0
69.0
100.0
87.0
67.0
28.0
93.0
27.0
79.0
27.0
99.0
75.0
54.0
59.0
71.0
72.0
70.0
3.0
46.0
45.0
69.0
100.0
68.0
42.0
100.0
86.0
35.0
69.0
79.0
96.0
56.0
100.0
83.0
98.0
92.0
18.0
8.0
62.0
100.0
9.0
99.0
82.0
100.0
74.0
51.0
14.0
53.0
50.0
1.0
58.0
14.0
13.0
68.0
64.0
48.0
32.0
82.0
100.0
87.0
94.0
32.0
2.0
87.0
14.0
78.0
83.0
57.0
18.0
80.0
60.0
40.0
23.0
100.0
68.0
60.0
64.0
72.0
23.0
51.0
56.0
72.0
83.0
19.0
76.0
92.0
83.0
88.0
90.0
93.0
84.0
56.0
19.0
68.0
85.0
93.0
63.0
81.0
10.0
29.0
91.0
46.0
100.0
20.0
85.0
60.0
29.0
68.0
63.0
81.0
6.0
100.0
78.0
100.0
45.0
92.0
34.0
53.0
21.0
52.0
74.0
9.0
13.0
63.0
13.0
60.0
57.0
100.0
59.0
100.0
100.0
78.0
84.0
76.0
69.0
96.0
31.0
81.0
87.0
100.0
23.0
62.0
62.0
48.0
23.0
97.0
3.0
89.0
57.0
35.0
49.0
78.0
12.0
57.0
47.0
74.0
89.0
19.0
67.0
7.0
52.0
23.0
26.0
25.0
64.0
57.0
62.0
50.0
10.0
84.0
72.0
78.0
17.0
74.0
91.0
92.0
100.0
82.0
100.0
82.0
95.0
75.0
92.0
65.0
74.0
99.0
79.0
28.0
12.0
15.0
46.0
49.0
47.0
56.0
68.0
94.0
41.0
46.0
1.0
100.0
15.0
73.0
98.0
11.0
73.0
63.0
38.0
93.0
23.0
83.0
76.0
59.0
78.0
8.0
100.0
71.0
87.0
81.0
86.0
67.0
93.0
9.0
54.0
55.0
41.0
100.0
99.0
100.0
29.0
83.0
38.0
26.0
58.0
71.0
61.0
56.0
83.0
100.0
45.0
88.0
43.0
19.0
1.0
61.0
99.0
92.0
86.0
20.0
100.0
81.0
30.0
74.0
89.0
79.0
7.0
30.0
37.0
38.0
47.0
24.0
88.0
80.0
33.0
45.0
48.0
57.0
90.0
80.0
84.0
91.0
90.0
82.0
74.0
94.0
86.0
31.0
63.0
11.0
58.0
100.0
44.0
51.0
98.0
94.0
59.0
99.0
9.0
7.0
66.0
100.0
29.0
1.0
84.0
80.0
64.0
80.0
87.0
77.0
86.0
94.0
11.0
54.0
22.0
68.0
1.0
20.0
55.0
83.0
88.0
95.0
99.0
16.0
32.0
49.0
100.0
100.0
95.0
21.0
65.0
28.0
80.0
44.0
59.0
42.0
15.0
93.0
71.0
71.0
14.0
97.0
94.0
100.0
77.0
69.0
93.0
75.0
79.0
1.0
70.0
67.0
35.0
77.0
13.0
85.0
97.0
88.0
36.0
91.0
92.0
60.0
55.0
86.0
2.0
100.0
57.0
75.0
73.0
66.0
100.0
62.0
40.0
48.0
1.0
70.0
97.0
93.0
98.0
94.0
41.0
89.0
69.0
26.0
94.0
46.0
75.0
26.0
9.0
81.0
78.0
6.0
94.0
89.0
70.0
73.0
55.0
28.0
4.0
99.0
100.0
67.0
56.0
53.0
68.0
89.0
87.0
77.0
29.0
86.0
84.0
76.0
33.0
70.0
1.0
83.0
10.0
81.0
100.0
51.0
100.0
51.0
100.0
59.0
83.0
92.0
25.0
33.0
72.0
46.0
93.0
82.0
63.0
90.0
83.0
23.0
100.0
82.0
42.0
50.0
83.0
68.0
94.0
61.0
60.0
1.0
61.0
77.0
58.0
74.0
100.0
58.0
90.0
86.0
59.0
88.0
91.0
75.0
72.0
59.0
92.0
92.0
76.0
18.0
84.0
70.0
30.0
77.0
63.0
86.0
1.0
100.0
100.0
82.0
46.0
100.0
92.0
100.0
96.0
78.0
85.0
92.0
64.0
98.0
79.0
32.0
84.0
46.0
82.0
87.0
44.0
66.0
46.0
38.0
13.0
57.0
61.0
39.0
73.0
69.0
79.0
13.0
65.0
88.0
98.0
98.0
45.0
88.0
37.0
57.0
47.0
100.0
85.0
80.0
57.0
81.0
8.0
100.0
72.0
85.0
85.0
5.0
18.0
86.0
18.0
87.0
19.0
5.0
37.0
77.0
90.0
100.0
32.0
57.0
41.0
14.0
68.0
87.0
97.0
41.0
94.0
25.0
68.0
70.0
52.0
15.0
90.0
82.0
67.0
88.0
89.0
96.0
94.0
1.0
67.0
59.0
67.0
64.0
86.0
4.0
53.0
21.0
84.0
68.0
38.0
50.0
100.0
98.0
66.0
55.0
72.0
37.0
3.0
26.0
67.0
57.0
77.0
1.0
29.0
79.0
87.0
97.0
18.0
81.0
67.0
1.0
26.0
93.0
52.0
100.0
16.0
100.0
97.0
92.0
83.0
14.0
6.0
82.0
56.0
53.0
31.0
87.0
35.0
47.0
51.0
90.0
100.0
98.0
70.0
44.0
81.0
6.0
79.0
78.0
97.0
1.0
20.0
78.0
82.0
79.0
56.0
54.0
25.0
57.0
27.0
8.0
75.0
68.0
63.0
17.0
9.0
9.0
55.0
70.0
74.0
41.0
1.0
41.0
4.0
35.0
67.0
56.0
93.0
39.0
92.0
38.0
67.0
15.0
68.0
72.0
83.0
95.0
18.0
86.0
64.0
85.0
80.0
75.0
81.0
52.0
73.0
88.0
48.0
94.0
34.0
97.0
50.0
98.0
49.0
60.0
71.0
57.0
100.0
1.0
23.0
84.0
75.0
79.0
95.0
91.0
15.0
89.0
65.0
84.0
1.0
57.0
63.0
100.0
98.0
74.0
87.0
37.0
72.0
60.0
73.0
7.0
69.0
64.0
18.0
22.0
6.0
46.0
70.0
62.0
87.0
41.0
93.0
86.0
99.0
50.0
64.0
40.0
60.0
54.0
79.0
64.0
90.0
4.0
19.0
74.0
60.0
52.0
52.0
82.0
8.0
60.0
90.0
44.0
7.0
84.0
90.0
36.0
48.0
96.0
42.0
95.0
45.0
82.0
64.0
52.0
55.0
72.0
97.0
85.0
84.0
66.0
59.0
70.0
3.0
50.0
73.0
81.0
35.0
97.0
100.0
1.0
99.0
34.0
34.0
100.0
58.0
59.0
12.0
23.0
57.0
67.0
8.0
19.0
96.0
54.0
49.0
93.0
28.0
100.0
92.0
63.0
90.0
91.0
9.0
61.0
93.0
54.0
91.0
78.0
52.0
88.0
75.0
78.0
90.0
3.0
7.0
36.0
89.0
59.0
75.0
70.0
98.0
59.0
4.0
57.0
9.0
2.0
11.0
55.0
68.0
61.0
79.0
55.0
49.0
75.0
62.0
80.0
92.0
52.0
100.0
100.0
75.0
100.0
98.0
47.0
45.0
93.0
84.0
75.0
99.0
50.0
79.0
11.0
36.0
3.0
8.0
36.0
57.0
61.0
97.0
78.0
23.0
2.0
74.0
28.0
93.0
26.0
52.0
100.0
84.0
35.0
93.0
5.0
85.0
77.0
64.0
100.0
92.0
31.0
99.0
37.0
96.0
79.0
40.0
6.0
96.0
49.0
59.0
57.0
41.0
52.0
59.0
61.0
86.0
100.0
69.0
52.0
42.0
39.0
65.0
79.0
100.0
85.0
72.0
1.0
83.0
48.0
49.0
2.0
43.0
30.0
70.0
90.0
36.0
45.0
65.0
100.0
25.0
26.0
75.0
88.0
100.0
43.0
29.0
88.0
57.0
50.0
93.0
21.0
17.0
81.0
89.0
85.0
15.0
61.0
41.0
73.0
91.0
65.0
83.0
74.0
29.0
59.0
52.0
95.0
3.0
9.0
58.0
66.0
70.0
70.0
59.0
100.0
1.0
78.0
86.0
85.0
68.0
93.0
82.0
36.0
71.0
99.0
33.0
4.0
31.0
32.0
100.0
52.0
84.0
74.0
46.0
21.0
6.0
100.0
97.0
87.0
82.0
99.0
96.0
10.0
91.0
59.0
92.0
8.0
21.0
27.0
86.0
56.0
74.0
37.0
100.0
67.0
85.0
80.0
15.0
1.0
88.0
31.0
80.0
86.0
51.0
52.0
78.0
88.0
41.0
74.0
39.0
89.0
41.0
71.0
93.0
46.0
33.0
59.0
2.0
53.0
62.0
80.0
48.0
14.0
30.0
27.0
81.0
27.0
79.0
96.0
45.0
84.0
45.0
65.0
6.0
90.0
60.0
90.0
90.0
21.0
1.0
44.0
29.0
4.0
78.0
46.0
55.0
37.0
81.0
37.0
76.0
96.0
100.0
60.0
24.0
64.0
100.0
70.0
76.0
80.0
35.0
100.0
30.0
99.0
75.0
64.0
54.0
86.0
59.0
43.0
4.0
93.0
72.0
78.0
49.0
26.0
90.0
19.0
26.0
83.0
55.0
78.0
55.0
79.0
70.0
9.0
76.0
98.0
77.0
100.0
70.0
35.0
50.0
28.0
97.0
40.0
71.0
81.0
95.0
12.0
87.0
65.0
9.0
50.0
61.0
31.0
47.0
47.0
85.0
60.0
93.0
96.0
43.0
56.0
43.0
56.0
62.0
43.0
64.0
77.0
78.0
85.0
58.0
61.0
49.0
16.0
89.0
100.0
56.0
69.0
67.0
41.0
85.0
85.0
96.0
98.0
72.0
73.0
100.0
58.0
95.0
53.0
61.0
57.0
61.0
100.0
71.0
92.0
36.0
16.0
61.0
56.0
99.0
15.0
79.0
57.0
94.0
66.0
81.0
2.0
86.0
85.0
27.0
88.0
39.0
87.0
35.0
98.0
48.0
41.0
77.0
1.0
31.0
89.0
4.0
57.0
48.0
86.0
67.0
85.0
65.0
29.0
30.0
14.0
88.0
32.0
50.0
98.0
100.0
33.0
89.0
37.0
1.0
45.0
94.0
1.0
95.0
1.0
60.0
83.0
64.0
95.0
20.0
44.0
50.0
74.0
98.0
48.0
100.0
55.0
34.0
59.0
68.0
39.0
24.0
92.0
79.0
50.0
71.0
9.0
93.0
82.0
56.0
77.0
31.0
18.0
65.0
57.0
79.0
100.0
22.0
75.0
100.0
86.0
46.0
95.0
100.0
72.0
65.0
74.0
18.0
60.0
36.0
89.0
56.0
20.0
73.0
52.0
54.0
98.0
99.0
50.0
89.0
81.0
90.0
62.0
87.0
61.0
17.0
87.0
19.0
79.0
13.0
56.0
73.0
55.0
75.0
35.0
79.0
64.0
8.0
95.0
48.0
43.0
31.0
68.0
55.0
96.0
77.0
15.0
67.0
39.0
100.0
37.0
100.0
73.0
70.0
39.0
86.0
44.0
83.0
64.0
100.0
68.0
11.0
89.0
80.0
54.0
77.0
12.0
64.0
62.0
100.0
80.0
55.0
96.0
21.0
26.0
5.0
4.0
56.0
100.0
62.0
67.0
49.0
21.0
15.0
67.0
73.0
59.0
29.0
89.0
69.0
75.0
34.0
11.0
46.0
99.0
92.0
57.0
82.0
91.0
18.0
99.0
89.0
27.0
97.0
38.0
18.0
66.0
100.0
46.0
69.0
6.0
43.0
100.0
98.0
91.0
23.0
36.0
43.0
78.0
66.0
55.0
4.0
81.0
66.0
87.0
81.0
70.0
40.0
74.0
14.0
79.0
38.0
70.0
19.0
41.0
2.0
21.0
95.0
52.0
53.0
20.0
12.0
38.0
69.0
2.0
7.0
87.0
64.0
90.0
20.0
66.0
34.0
99.0
3.0
68.0
67.0
1.0
68.0
58.0
100.0
60.0
27.0
4.0
7.0
28.0
94.0
58.0
91.0
41.0
100.0
48.0
63.0
97.0
40.0
68.0
52.0
47.0
37.0
57.0
69.0
77.0
79.0
78.0
1.0
88.0
12.0
26.0
41.0
86.0
72.0
18.0
80.0
45.0
36.0
13.0
64.0
54.0
70.0
71.0
91.0
85.0
67.0
88.0
83.0
37.0
90.0
76.0
40.0
77.0
82.0
60.0
96.0
82.0
100.0
95.0
6.0
93.0
4.0
90.0
98.0
77.0
89.0
32.0
6.0
92.0
79.0
76.0
48.0
34.0
16.0
51.0
22.0
91.0
50.0
18.0
57.0
2.0
6.0
8.0
99.0
75.0
26.0
82.0
39.0
44.0
71.0
59.0
91.0
98.0
88.0
83.0
1.0
34.0
59.0
69.0
74.0
99.0
36.0
15.0
3.0
39.0
57.0
76.0
85.0
